business_size,business_time,business_industry,business_structure,business_location,business_job_openings,business_review,plat_customer_support_cnt_t3m,plat_dashboard_cnt_t3m,plat_terminal_flag,plat_trsct_acct_flag,plat_saving_acct_flag,plat_login_cnt_t1m,fin_revenue,fin_profit,fin_assets,fin_liabilities,tran_vol_t1m,tran_vol_t3m,tran_cnt_t1m,tran_cnt_t3m,tran_inflow_t3m,tran_outflow_t3m,credit_score,credit_lines_cnt,credit_current_amt,credit_default_cnt_t12m,credit_inquiry_cnt_t3m,credit_inquiry_cnt_t12m,credit_court_cnt_t12m,loan_amount,loan_late_repayment_cnt,loan_interest_rate,loan_start_date,loan_maturity_date,loan_utilization_amount,loan_last_late_date,default
small,17,hospitality,company,rural,6,5,0,0,0,1,0,14,51014,10813,234876,78791,5535,31836,0,0,13582,13501,515,2,112618,0,1,3,1,45150,1,0.12,2024-09-30,2024-10-01,14900,2024-09-30,0
large,15,retail,partnership,suburban,4,3,0,2,1,1,1,18,965175,143577,2226508,711264,152983,271638,0,0,251490,233837,679,7,198338,0,1,3,2,23830,0,0.17,2024-09-30,2024-10-01,2026,1900-01-01,0
medium,6,retail,company,urban,3,3,0,1,0,1,1,8,250901,27812,1471434,565236,10676,31472,500,521,70683,75072,542,3,151344,0,1,1,1,47786,0,0.12,2024-09-30,2024-10-01,6212,1900-01-01,0
small,7,manufacturing,partnership,suburban,1,4,3,1,1,1,1,15,40421,2440,84992,37707,1966,4283,100,121,10176,9009,503,9,218745,0,1,1,1,48372,0,0.18,2024-09-30,2024-10-01,15157,1900-01-01,1
small,13,manufacturing,company,suburban,3,5,0,0,1,0,1,11,57689,16503,129923,61762,8206,22187,0,0,16088,18774,523,5,415425,0,0,0,0,23341,0,0.17,2024-09-30,2024-10-01,18517,1900-01-01,1
small,14,manufacturing,company,urban,9,3,0,0,0,1,1,11,52719,10642,229677,41798,5660,33182,0,0,12085,10557,514,7,170863,0,1,2,0,21051,0,0.18,2024-09-30,2024-10-01,1908,1900-01-01,1
small,16,manufacturing,sole trader,urban,1,3,0,0,1,0,1,10,59720,8574,426002,64584,4228,22111,100,150,15247,17734,514,4,251108,0,0,0,0,7149,0,0.15,2024-09-30,2024-10-01,1201,1900-01-01,0
small,7,retail,company,rural,2,4,0,1,1,1,0,8,41217,10144,318272,113642,5592,11663,100,560,10543,9108,513,5,350890,0,0,0,0,23251,0,0.19,2024-09-30,2024-10-01,7595,1900-01-01,1
large,10,hospitality,sole trader,suburban,8,2,0,0,1,1,1,8,1164365,273743,10450630,2149035,129939,543124,0,0,288338,261317,865,6,91476,0,0,0,0,5596,0,0.12,2024-09-30,2024-10-01,283,1900-01-01,0
small,6,manufacturing,company,urban,3,5,0,0,1,1,1,13,48090,6597,194120,96676,2368,6024,100,209,12326,13569,510,9,53478,0,0,0,0,10470,0,0.13,2024-09-30,2024-10-01,2408,1900-01-01,0
large,18,hospitality,partnership,rural,4,2,0,1,0,1,1,17,895508,173967,7502625,2632382,50841,210328,1000,1982,244746,290883,778,8,649208,0,0,0,2,29143,0,0.14,2024-09-30,2024-10-01,10127,1900-01-01,0
small,12,services,sole trader,rural,8,4,1,0,0,1,0,11,40254,6798,294160,90394,2513,9813,0,0,10012,9527,510,6,418794,0,1,3,0,32931,0,0.19,2024-09-30,2024-10-01,6380,1900-01-01,1
small,6,services,company,suburban,7,2,2,0,1,1,0,5,54329,7219,313764,135527,8424,15173,100,185,13460,15776,512,5,72390,0,2,2,0,10352,1,0.11,2024-09-30,2024-10-01,2433,2024-09-30,0
small,16,retail,partnership,suburban,6,5,0,0,0,1,1,6,53160,7618,306457,105473,3756,6723,0,0,14525,14531,509,1,52275,0,0,0,0,49576,0,0.14,2024-09-30,2024-10-01,41272,1900-01-01,0
medium,18,retail,sole trader,suburban,1,2,1,0,1,1,0,11,240700,47397,1606195,634933,23979,124604,500,1650,53119,54056,560,6,67374,0,0,0,0,22156,0,0.19,2024-09-30,2024-10-01,15288,1900-01-01,1
small,8,retail,partnership,urban,8,2,0,0,1,1,1,5,54130,9115,115526,13880,7385,41467,100,551,14727,17640,510,7,131789,0,0,0,0,40499,0,0.11,2024-09-30,2024-10-01,25987,1900-01-01,0
medium,4,retail,partnership,urban,6,2,0,0,0,1,1,10,287065,53682,2108270,542590,24910,99760,500,1045,73729,61674,562,5,226835,0,0,0,0,45538,0,0.14,2024-09-30,2024-10-01,13548,1900-01-01,0
small,19,services,sole trader,suburban,0,2,0,1,1,0,0,8,54272,4958,300499,63413,2881,6734,0,0,15370,16225,508,6,237174,0,0,0,0,45734,0,0.13,2024-09-30,2024-10-01,16579,1900-01-01,0
small,12,services,partnership,urban,9,5,0,0,1,1,0,9,44786,3645,391904,174676,5781,8065,0,0,11224,13447,506,1,89109,0,2,2,0,49748,0,0.16,2024-09-30,2024-10-01,2322,1900-01-01,1
medium,14,services,partnership,rural,2,4,0,0,0,1,0,16,304607,90028,746495,367014,13884,38221,500,1749,73458,61722,646,6,340218,1,2,4,0,22966,0,0.18,2024-09-30,2024-10-01,19980,1900-01-01,1
small,5,retail,partnership,urban,0,4,0,0,1,0,0,10,46947,11648,275395,96384,5374,7203,0,0,13444,15083,515,5,348845,0,0,0,0,39237,0,0.17,2024-09-30,2024-10-01,18834,1900-01-01,1
medium,10,retail,sole trader,urban,1,4,0,2,1,1,1,8,298877,39543,2481369,856495,28112,48355,0,0,67139,74986,559,3,210021,0,0,0,0,4828,1,0.18,2024-09-30,2024-10-01,486,2024-09-30,1
medium,11,retail,company,suburban,1,4,0,0,1,0,0,12,289164,16954,2423503,395179,40603,75188,500,1793,81629,87606,521,4,63264,0,0,0,2,9395,0,0.16,2024-09-30,2024-10-01,1949,1900-01-01,0
small,9,services,partnership,suburban,0,2,0,1,1,1,0,13,45803,8808,98988,48511,5741,20178,0,0,12457,10904,510,9,249615,0,1,2,0,7634,0,0.2,2024-09-30,2024-10-01,191,1900-01-01,0
large,8,services,company,urban,7,2,0,0,0,0,0,4,821740,123022,1765088,233822,127212,576269,1000,5414,223564,209935,645,5,380975,0,0,0,0,30586,0,0.18,2024-09-30,2024-10-01,7940,1900-01-01,0
small,17,hospitality,company,suburban,8,2,0,1,1,1,1,18,53671,15103,195394,31581,3617,18216,0,0,12385,10977,518,1,90156,0,1,1,0,33294,0,0.15,2024-09-30,2024-10-01,11930,1900-01-01,1
medium,1,hospitality,partnership,suburban,7,4,0,0,1,1,1,4,333295,27717,2479107,882962,54189,202297,0,0,86232,77759,537,7,500822,0,0,0,0,49605,1,0.11,2024-09-30,2024-10-01,12732,2024-09-30,0
medium,10,hospitality,company,rural,0,2,0,2,0,1,1,7,298411,23043,2490469,376284,35037,189838,0,0,87629,89271,535,5,149870,0,1,3,0,21383,0,0.19,2024-09-30,2024-10-01,1230,1900-01-01,1
medium,14,retail,sole trader,urban,4,1,0,0,0,0,1,7,245755,59955,686649,103032,25837,62152,500,1989,61706,52516,600,3,134001,0,1,1,0,1252,0,0.14,2024-09-30,2024-10-01,79,1900-01-01,0
medium,5,services,sole trader,rural,1,2,0,0,1,1,0,5,252359,34771,1088616,313845,40373,149391,500,1024,70087,59184,549,2,177764,0,1,3,0,2933,0,0.11,2024-09-30,2024-10-01,1613,1900-01-01,0
small,18,services,company,rural,8,2,1,0,1,1,1,17,43733,12975,346908,146658,4222,15830,0,0,9098,9449,517,1,82564,0,0,0,0,42218,0,0.19,2024-09-30,2024-10-01,7080,1900-01-01,1
small,15,services,company,rural,9,2,0,2,1,1,0,19,44414,7691,400322,88788,4128,16820,100,324,12870,14104,512,7,358442,0,1,2,0,23671,0,0.11,2024-09-30,2024-10-01,3077,1900-01-01,0
large,16,manufacturing,company,urban,9,1,1,0,1,1,0,15,1185307,177034,7231298,1455197,121320,245222,0,0,264717,294356,714,4,129824,1,0,0,0,6862,0,0.16,2024-09-30,2024-10-01,1094,1900-01-01,0
small,15,hospitality,partnership,rural,5,5,1,0,0,0,1,9,54874,5123,529420,90390,6233,23294,100,190,12223,10295,508,7,560784,0,0,0,0,25571,1,0.15,2024-09-30,2024-10-01,21096,2024-09-30,0
small,7,hospitality,partnership,suburban,8,1,0,2,1,1,1,16,46070,12373,158715,65380,5099,30210,0,0,13447,14110,516,1,59009,0,1,1,1,38683,2,0.1,2024-09-30,2024-10-01,1692,2024-09-30,0
small,9,retail,partnership,rural,7,1,0,2,0,1,0,10,45835,8159,439244,63361,4683,23011,0,0,10357,10013,510,5,439605,0,2,4,0,13017,1,0.11,2024-09-30,2024-10-01,7268,2024-09-30,0
small,3,retail,partnership,urban,5,4,0,0,1,1,0,12,48547,10351,215544,78682,6392,17512,100,267,12734,11317,512,7,331023,0,0,0,0,26827,0,0.1,2024-09-30,2024-10-01,2414,1900-01-01,0
medium,13,retail,partnership,urban,0,3,0,2,1,1,0,13,311143,34579,3056039,1086421,29803,87109,0,0,79719,80147,549,9,221346,0,0,0,0,47502,0,0.15,2024-09-30,2024-10-01,18433,1900-01-01,0
small,10,retail,partnership,urban,5,2,0,2,0,1,0,8,50607,12177,272516,43252,6440,31234,100,571,14289,16913,518,1,88729,0,1,2,0,1816,0,0.16,2024-09-30,2024-10-01,443,1900-01-01,0
large,1,hospitality,sole trader,rural,0,2,2,0,1,0,1,13,1056195,104136,10244590,2377296,100222,174608,1000,1784,306408,265200,673,7,421113,0,1,1,0,21049,0,0.1,2024-09-30,2024-10-01,553,1900-01-01,0
medium,16,hospitality,sole trader,suburban,3,1,0,0,0,0,0,12,301549,41980,2212068,792290,41089,97260,500,958,67569,72543,569,1,33630,0,0,0,0,4829,0,0.13,2024-09-30,2024-10-01,1006,1900-01-01,0
small,10,manufacturing,partnership,rural,4,1,0,0,0,1,1,9,46125,7211,443881,47893,2584,10371,0,0,11717,14032,508,8,146456,0,0,0,0,38978,0,0.14,2024-09-30,2024-10-01,3654,1900-01-01,0
small,16,retail,sole trader,rural,8,1,0,0,0,1,1,16,59704,8369,247565,88835,9859,39787,0,0,14972,16656,510,7,34139,0,0,0,0,37121,1,0.12,2024-09-30,2024-10-01,19566,2024-09-30,0
small,12,hospitality,sole trader,urban,0,3,0,0,1,0,0,12,57169,11854,450308,132200,6542,24850,0,0,13041,14175,516,1,30934,0,0,0,1,15773,0,0.2,2024-09-30,2024-10-01,4289,1900-01-01,1
medium,12,hospitality,company,urban,6,3,0,0,1,1,1,12,250153,33993,1437917,712933,40510,96817,500,1058,69213,71117,551,1,67534,0,0,0,1,7080,0,0.2,2024-09-30,2024-10-01,394,1900-01-01,0
small,17,services,sole trader,rural,3,3,0,0,1,1,0,16,52968,9979,472363,215077,6381,12079,0,0,12688,12827,514,3,50307,0,0,0,0,9816,0,0.11,2024-09-30,2024-10-01,442,1900-01-01,0
small,1,manufacturing,partnership,suburban,6,4,1,0,1,1,0,3,42146,3785,165929,76668,3492,8312,100,340,12542,10713,506,5,326670,0,0,0,0,6643,1,0.11,2024-09-30,2024-10-01,435,2024-09-30,0
small,11,services,sole trader,rural,2,4,1,2,0,0,0,10,47267,4473,328048,110115,6779,38373,0,0,12507,11484,505,5,413135,0,0,0,0,48325,0,0.18,2024-09-30,2024-10-01,10712,1900-01-01,0
large,19,hospitality,partnership,suburban,4,2,0,1,0,1,1,9,1139872,171989,10279847,1271096,119061,525712,1000,1134,314186,293859,783,3,264726,0,1,1,0,20431,0,0.13,2024-09-30,2024-10-01,579,1900-01-01,0
medium,9,retail,company,rural,7,2,0,0,1,0,1,4,256688,42034,2467718,532714,34790,190615,0,0,65504,52601,564,9,598122,0,3,6,1,26594,0,0.18,2024-09-30,2024-10-01,1911,1900-01-01,0
small,1,manufacturing,sole trader,rural,4,3,0,0,1,1,0,11,40192,11207,97597,29525,3477,5257,100,121,11639,12496,515,3,158226,0,1,2,0,28032,0,0.11,2024-09-30,2024-10-01,5373,1900-01-01,0
large,3,hospitality,partnership,suburban,1,1,0,3,1,1,1,12,1045529,89701,3991222,1456746,49627,211135,1000,1043,279852,323175,618,8,539448,0,2,6,0,42706,0,0.11,2024-09-30,2024-10-01,7029,1900-01-01,0
small,17,services,partnership,urban,0,4,0,0,1,1,0,5,47209,12138,346962,43017,3052,12896,100,199,12384,14317,518,8,126656,0,0,0,0,44554,0,0.18,2024-09-30,2024-10-01,44554,1900-01-01,1
small,2,retail,partnership,rural,5,3,1,0,1,1,1,9,57607,13874,273519,85877,7329,31643,100,360,14518,14362,520,8,454760,0,0,0,0,25431,0,0.2,2024-09-30,2024-10-01,1017,1900-01-01,0
small,11,hospitality,partnership,suburban,1,3,1,0,1,0,0,14,49253,8724,329332,156448,6228,8640,100,486,14288,15409,510,4,178736,0,1,3,0,33649,0,0.12,2024-09-30,2024-10-01,6576,1900-01-01,0
small,2,retail,partnership,urban,5,4,3,0,1,0,0,14,54252,9014,300177,92011,8790,49311,0,0,11388,11590,510,2,20218,0,0,0,0,24519,0,0.1,2024-09-30,2024-10-01,6641,1900-01-01,0
large,1,retail,partnership,suburban,7,3,0,0,1,1,0,15,1172353,127012,5903957,743953,83240,175037,0,0,288588,345822,648,3,293340,1,0,0,0,26908,0,0.16,2024-09-30,2024-10-01,4036,1900-01-01,0
small,8,hospitality,sole trader,rural,3,4,1,0,1,1,0,14,53752,14945,375970,93084,8705,19374,100,576,14881,12504,521,1,17188,0,0,0,0,25400,0,0.11,2024-09-30,2024-10-01,13388,1900-01-01,0
small,15,services,company,suburban,6,5,0,2,1,1,0,12,59080,12831,502069,233385,8759,35395,0,0,14241,11669,519,6,408768,0,0,0,0,30585,0,0.11,2024-09-30,2024-10-01,13084,1900-01-01,0
medium,1,services,company,urban,0,2,2,1,1,1,1,11,315019,84562,2369329,911386,27930,91543,0,0,74025,75493,642,6,469632,0,0,0,0,18752,0,0.14,2024-09-30,2024-10-01,16877,1900-01-01,0
small,10,manufacturing,company,suburban,9,3,0,0,1,1,0,8,43025,6136,139166,59634,5216,11788,0,0,10041,8465,510,1,9883,0,1,1,0,2653,0,0.18,2024-09-30,2024-10-01,713,1900-01-01,0
medium,19,hospitality,company,urban,6,4,0,0,1,1,0,11,268034,62324,734220,258972,26600,114720,0,0,80038,95327,587,3,219480,0,0,0,1,33781,0,0.17,2024-09-30,2024-10-01,2871,1900-01-01,1
small,18,hospitality,company,rural,9,4,1,1,1,1,0,16,43292,6761,294132,38989,4012,14366,100,352,9280,7659,511,7,427959,0,1,1,0,25512,1,0.11,2024-09-30,2024-10-01,3561,2024-09-30,0
small,8,manufacturing,sole trader,rural,4,4,0,0,1,1,0,4,43708,2191,175268,74456,2662,6470,0,0,10817,11417,504,5,210350,0,1,3,0,33608,0,0.19,2024-09-30,2024-10-01,2381,1900-01-01,1
medium,12,retail,company,urban,8,4,0,1,1,1,0,8,336090,55949,3300788,1364974,34533,39318,0,0,100277,84025,588,6,247332,0,0,0,0,40793,0,0.14,2024-09-30,2024-10-01,2991,1900-01-01,0
small,4,hospitality,company,rural,2,5,0,0,0,1,0,12,47048,2669,399600,119301,2819,5812,0,0,11338,13469,504,2,146580,0,0,0,0,31530,0,0.11,2024-09-30,2024-10-01,2792,1900-01-01,0
small,12,manufacturing,partnership,urban,0,3,0,0,1,0,0,1,56197,6102,251111,65566,8957,43559,0,0,12943,12190,508,5,427390,0,1,2,0,38669,0,0.2,2024-09-30,2024-10-01,10312,1900-01-01,0
large,17,retail,company,urban,9,1,0,0,1,1,0,17,1014097,122299,7994383,1614240,91896,264735,0,0,274094,285094,686,2,16384,0,1,3,0,11364,0,0.18,2024-09-30,2024-10-01,3977,1900-01-01,1
large,10,retail,sole trader,urban,6,4,1,0,1,1,0,14,1075667,268514,4902681,1223624,147955,271825,0,0,215148,186308,864,8,108768,0,0,0,0,39647,0,0.1,2024-09-30,2024-10-01,20616,1900-01-01,0
medium,1,services,partnership,rural,4,3,0,1,1,1,1,18,288045,23486,1913870,364642,25029,99884,500,1665,73212,75715,534,6,172482,0,2,4,0,19436,0,0.13,2024-09-30,2024-10-01,3563,1900-01-01,0
large,3,services,sole trader,suburban,6,1,0,1,0,0,0,14,931718,59725,4227906,589735,147615,409938,1000,3941,267373,259629,593,4,375032,0,0,0,0,24404,0,0.16,2024-09-30,2024-10-01,9253,1900-01-01,1
large,16,services,sole trader,rural,0,2,0,0,1,0,0,14,1124285,227958,6327260,1460881,79414,104855,1000,4016,314754,365700,757,2,44742,0,1,3,0,3690,2,0.16,2024-09-30,2024-10-01,615,2024-09-30,0
small,1,retail,partnership,rural,6,2,0,0,1,1,1,9,53892,5057,536526,93821,8380,31165,0,0,14650,16180,507,1,20449,0,1,3,1,37566,0,0.18,2024-09-30,2024-10-01,618,1900-01-01,1
small,15,hospitality,partnership,suburban,2,3,0,0,1,1,1,18,46284,4398,218990,82526,7077,28065,0,0,13271,13165,506,6,506454,0,0,0,0,33039,0,0.19,2024-09-30,2024-10-01,3855,1900-01-01,0
small,17,manufacturing,partnership,urban,5,1,2,0,0,1,1,6,44560,8736,91252,24726,6448,18227,100,573,12663,14113,513,9,419193,0,0,0,0,13209,0,0.18,2024-09-30,2024-10-01,1607,1900-01-01,0
small,13,manufacturing,company,rural,1,3,0,0,1,1,1,12,58069,7942,361538,110014,9364,42522,0,0,15702,12618,509,3,158427,0,1,2,0,11293,0,0.13,2024-09-30,2024-10-01,423,1900-01-01,0
small,10,manufacturing,partnership,suburban,6,3,0,0,1,1,1,11,42381,2809,110326,48319,6444,13827,0,0,9270,9461,504,1,71335,1,0,0,0,10212,1,0.14,2024-09-30,2024-10-01,9421,2024-09-30,0
small,11,retail,sole trader,suburban,4,5,0,0,1,1,0,15,49301,13967,218105,81015,3415,19837,100,103,10185,9575,521,3,285189,0,1,3,0,4968,0,0.17,2024-09-30,2024-10-01,1751,1900-01-01,0
small,6,retail,sole trader,suburban,1,4,0,1,0,0,0,2,48430,10294,250546,56774,7725,17911,100,576,10878,12363,515,9,271755,1,0,0,1,46566,0,0.14,2024-09-30,2024-10-01,7140,1900-01-01,0
small,9,hospitality,sole trader,suburban,3,2,1,1,0,1,0,9,45685,9026,164956,50628,4782,27379,100,585,12988,14499,515,8,261616,0,1,2,0,18607,1,0.13,2024-09-30,2024-10-01,3163,2024-09-30,0
small,16,hospitality,company,suburban,7,2,1,0,0,1,1,5,59432,15856,264108,38327,6953,40245,100,252,12019,10700,526,3,109686,0,1,2,2,19779,0,0.1,2024-09-30,2024-10-01,2670,1900-01-01,0
large,13,manufacturing,company,suburban,1,3,1,0,0,1,1,4,1149572,120763,5446320,997668,103862,150636,1000,4859,339609,291815,690,5,7075,0,1,2,0,7560,0,0.18,2024-09-30,2024-10-01,2426,1900-01-01,0
small,15,retail,partnership,urban,0,4,0,0,0,0,1,5,56018,4855,242467,63836,5695,29221,100,219,13331,10911,507,8,662528,0,0,0,0,44659,1,0.11,2024-09-30,2024-10-01,5434,2024-09-30,0
medium,10,manufacturing,sole trader,urban,5,3,0,0,1,1,1,12,346048,80566,2398010,989280,32375,135349,0,0,83333,86788,631,6,472698,0,1,1,0,28815,0,0.13,2024-09-30,2024-10-01,5811,1900-01-01,0
medium,17,services,company,suburban,8,1,0,0,0,1,0,5,337604,26235,2610473,525035,34148,76768,0,0,67892,72554,532,2,134608,1,0,0,0,41100,0,0.2,2024-09-30,2024-10-01,18461,1900-01-01,1
medium,7,retail,sole trader,urban,1,2,2,2,0,1,1,12,259605,32143,1920699,237920,27915,38314,500,1495,60903,56572,553,7,193361,0,0,0,0,39064,1,0.13,2024-09-30,2024-10-01,12208,2024-09-30,0
small,12,services,company,rural,8,2,1,1,1,1,1,16,44869,8243,300177,137153,7054,30139,0,0,10968,10161,510,9,834885,0,0,0,0,22433,0,0.15,2024-09-30,2024-10-01,6001,1900-01-01,1
small,2,manufacturing,sole trader,rural,4,3,2,2,1,1,1,14,44460,13301,119952,45504,5172,21377,100,410,9797,7999,517,8,367840,0,0,0,0,9068,0,0.11,2024-09-30,2024-10-01,1349,1900-01-01,0
medium,8,retail,sole trader,rural,8,3,0,1,0,0,1,8,327335,40506,1180898,280954,44457,172110,0,0,88183,89387,562,4,327060,0,1,1,0,24381,1,0.13,2024-09-30,2024-10-01,2270,2024-09-30,0
small,2,retail,company,suburban,0,2,2,1,1,1,0,15,49523,5454,225943,84122,4429,16336,100,431,10749,11504,507,6,512118,0,0,0,0,32047,1,0.19,2024-09-30,2024-10-01,5555,2024-09-30,0
small,7,services,partnership,suburban,2,3,0,0,1,1,0,8,59666,4865,331716,111798,4965,20569,0,0,13446,12140,506,8,165592,0,0,0,0,26567,0,0.16,2024-09-30,2024-10-01,21519,1900-01-01,1
small,14,services,sole trader,suburban,7,5,1,0,1,1,0,10,48697,10379,335485,118357,2078,4374,0,0,11945,13946,516,6,265740,0,0,0,0,23318,0,0.12,2024-09-30,2024-10-01,7812,1900-01-01,0
medium,2,manufacturing,sole trader,rural,7,4,0,0,1,0,1,8,327723,78589,846353,389911,42198,58930,500,1281,70923,62044,620,1,50237,0,1,3,0,8025,0,0.12,2024-09-30,2024-10-01,458,1900-01-01,0
medium,14,services,sole trader,rural,3,3,0,1,1,1,1,7,260293,34578,2492430,656005,38280,194457,500,1483,56233,64198,545,6,307896,0,1,2,0,19321,0,0.19,2024-09-30,2024-10-01,9387,1900-01-01,0
medium,13,services,sole trader,suburban,0,3,2,1,1,1,1,11,270866,71198,1945444,703214,15343,68737,0,0,66235,67626,603,7,313117,0,0,0,0,42658,2,0.15,2024-09-30,2024-10-01,6470,2024-09-30,1
medium,6,services,partnership,urban,8,3,0,0,1,1,0,7,289140,33770,691019,204234,29683,112015,500,2131,71911,77347,544,1,60317,0,2,2,1,37121,1,0.19,2024-09-30,2024-10-01,11059,2024-09-30,0
large,3,services,partnership,rural,1,1,0,1,1,1,0,9,806580,52980,4542127,943960,89143,393343,0,0,202244,194181,576,9,677592,0,0,0,1,41924,1,0.16,2024-09-30,2024-10-01,17992,2024-09-30,0
medium,12,hospitality,company,rural,0,4,2,0,1,1,1,7,274355,30141,1374476,481955,17288,100316,500,612,73547,59502,540,6,292104,0,0,0,0,42000,0,0.14,2024-09-30,2024-10-01,19688,1900-01-01,0
small,17,hospitality,company,rural,8,2,0,0,1,1,1,8,56493,5562,402509,41122,9300,13295,100,323,15346,12604,509,9,475110,0,0,0,0,31582,0,0.15,2024-09-30,2024-10-01,3860,1900-01-01,1
small,14,retail,sole trader,rural,5,5,0,0,0,1,1,8,40673,3009,190662,56259,3706,5003,100,369,8551,9618,505,1,15424,0,1,1,0,38487,0,0.17,2024-09-30,2024-10-01,4362,1900-01-01,0
medium,12,manufacturing,company,rural,0,2,1,0,1,1,1,15,270282,41423,2158257,241490,41133,61688,0,0,80867,94537,563,4,324440,0,1,3,0,33063,2,0.19,2024-09-30,2024-10-01,2955,2024-09-30,0
small,4,services,company,rural,7,3,0,0,1,1,1,13,59723,11143,386178,76112,3264,4964,100,577,15621,14423,513,3,201366,0,0,0,0,9777,0,0.15,2024-09-30,2024-10-01,2053,1900-01-01,0
small,3,services,company,urban,3,3,1,0,1,1,1,8,50351,5317,485732,126989,8156,16951,0,0,13061,10732,508,2,26990,0,0,0,0,22708,0,0.14,2024-09-30,2024-10-01,22708,1900-01-01,0
medium,18,services,company,urban,8,3,0,0,1,1,1,10,336998,69344,1027540,258638,16537,73099,500,2452,82168,84256,599,2,184600,0,0,0,0,5719,0,0.18,2024-09-30,2024-10-01,272,1900-01-01,1
large,9,services,company,rural,1,4,0,0,1,1,0,3,892931,88694,2754606,1178543,93335,281522,1000,3242,187844,201099,642,3,201669,0,0,0,0,47810,0,0.2,2024-09-30,2024-10-01,2689,1900-01-01,0
small,8,manufacturing,sole trader,suburban,6,4,1,0,1,0,0,2,51141,8562,258980,51543,3439,16823,0,0,11490,9269,512,2,198744,0,1,1,1,14897,0,0.15,2024-09-30,2024-10-01,2384,1900-01-01,0
small,15,manufacturing,sole trader,suburban,2,2,0,0,1,1,0,5,48738,11149,123809,40547,8085,46293,0,0,10638,10752,516,4,118256,1,1,1,1,42741,1,0.14,2024-09-30,2024-10-01,7337,2024-09-30,0
small,12,manufacturing,sole trader,urban,5,4,0,0,0,1,0,2,42704,5139,152930,38122,6342,26644,0,0,10954,12896,508,3,8649,0,1,3,0,37931,0,0.16,2024-09-30,2024-10-01,1707,1900-01-01,1
small,17,hospitality,partnership,rural,6,1,1,0,1,1,0,12,41621,9765,246189,93939,5858,14666,0,0,9318,8825,516,8,410360,0,0,0,0,10445,0,0.12,2024-09-30,2024-10-01,670,1900-01-01,0
small,4,services,company,rural,4,4,0,0,0,1,0,4,52246,7187,223133,103069,8552,32673,0,0,14585,12602,510,5,198560,0,1,2,0,23933,0,0.2,2024-09-30,2024-10-01,3590,1900-01-01,1
small,2,services,company,urban,9,3,1,0,0,1,1,17,52644,9639,163883,34522,3021,15378,0,0,15003,16734,514,7,84987,0,0,0,0,31069,1,0.13,2024-09-30,2024-10-01,5437,2024-09-30,0
medium,1,manufacturing,company,rural,4,2,1,2,1,1,1,15,301814,63200,1285669,629296,44356,191247,0,0,63828,52348,575,4,215784,0,0,0,1,38776,1,0.17,2024-09-30,2024-10-01,9565,2024-09-30,1
small,7,retail,sole trader,rural,7,4,1,1,1,0,0,13,50153,3644,375462,120539,7273,32555,0,0,14982,15927,505,5,419245,0,0,0,0,4151,0,0.1,2024-09-30,2024-10-01,280,1900-01-01,0
small,15,retail,partnership,urban,6,4,0,0,1,0,0,3,58486,12738,449859,167014,2573,14471,0,0,14092,16556,521,1,38645,0,1,2,1,44155,0,0.14,2024-09-30,2024-10-01,14706,1900-01-01,1
small,10,services,company,suburban,1,3,0,1,1,1,0,9,50786,11833,331875,91741,7614,25852,100,531,14435,13434,513,9,218025,0,1,1,2,46823,0,0.15,2024-09-30,2024-10-01,3239,1900-01-01,1
large,8,hospitality,partnership,rural,5,5,0,0,1,0,1,9,1077822,170763,5718267,1646442,138908,652055,0,0,231789,222234,693,5,15075,0,0,0,0,37231,0,0.12,2024-09-30,2024-10-01,9411,1900-01-01,0
small,5,manufacturing,company,urban,0,2,3,2,1,1,0,15,45068,6357,317118,76813,2852,6983,100,275,12819,14325,508,9,71478,0,0,0,0,45539,1,0.19,2024-09-30,2024-10-01,7770,2024-09-30,1
small,13,hospitality,sole trader,suburban,3,1,0,1,0,1,1,10,42926,7753,210509,74947,6682,33893,100,504,11548,10854,511,1,2152,0,2,6,0,40357,0,0.17,2024-09-30,2024-10-01,12855,1900-01-01,0
medium,19,retail,partnership,urban,6,5,0,1,1,1,1,4,262112,75295,873614,247669,11541,24003,0,0,58891,53535,597,6,274308,0,1,1,0,33206,0,0.13,2024-09-30,2024-10-01,2594,1900-01-01,0
medium,17,manufacturing,partnership,rural,8,3,0,0,1,1,0,4,347050,32401,2680444,486416,35337,160847,500,2670,91116,75847,550,7,428589,0,0,0,0,7559,0,0.17,2024-09-30,2024-10-01,2598,1900-01-01,0
medium,12,services,company,rural,7,4,0,0,1,1,0,11,295532,67244,1965678,756974,37304,71641,0,0,79082,86788,607,7,552587,0,1,2,0,28268,0,0.17,2024-09-30,2024-10-01,730,1900-01-01,1
small,16,services,company,rural,7,2,0,0,1,0,1,1,43990,2271,377679,95666,3033,15405,0,0,11178,11363,504,2,118040,0,0,0,0,48238,0,0.13,2024-09-30,2024-10-01,1176,1900-01-01,0
medium,1,services,partnership,urban,6,2,0,2,1,1,0,17,328056,45229,2403891,429811,34625,39511,500,1937,76707,78798,560,5,454565,0,1,1,1,31673,0,0.16,2024-09-30,2024-10-01,12775,1900-01-01,0
